ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species
00a01ad9881a63da865ff78366562502,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmata,Thermoplasmata,Marine_Group_III,uncultured_marine
00a96fbd0ac34bfd245f9c24f8737f7d,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,
00aa220e10882e379ae7a7dffef2846f,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II,
00aaeb1e2f6564e70ba9587e9865a8fe,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,uncultured,
00b41024e64a9d4888021ab71187f887,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,uncultured,uncultured,
00bce3089aa2589763c7ece522044976,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
00c219d172a0568b02c2683140e6a581,Bacteria,PAUC34f,PAUC34f,PAUC34f,PAUC34f,PAUC34f,hydrothermal_vent
00c83de3385cfc78b72fac0e04c89b85,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
00cd7d175f98877e73cf46a3579c30dc,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,
00d03b06db5941c9ede73ab87d7cd0fc,Eukaryota,Arthropoda,,,,,
00d09227106ac3bdca90d75b695980cb,Bacteria,Proteobacteria,Gammaproteobacteria,HOC36,HOC36,HOC36,
00da6c990ce8c2fb7f736acac3d5b706,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,hydrothermal_vent
00dbb1d04c033436c1a568dc0aaedba5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
00e17d0a7f4cfe62d50e9145176aa5e1,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,,
00e60bb9c67e18f22c1079953ab42ea0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
00e62f256aa376ad8016b8eaf2f1630d,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,,
00e75603e75667991501ce40d6f1c3e1,Bacteria,Patescibacteria,Gracilibacteria,JGI_0000069-P22,JGI_0000069-P22,JGI_0000069-P22,uncultured_bacterium
00e9cd22941ea1d830c125de13c75535,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,OM43_clade,
00edaa6463c03d575d2e68f277ef2ad6,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),uncultured_bacterium
00f3f27b719b0c99a90d31f90b4f52c3,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus,
00fc84566bb34f9eedbcbd072c18c207,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group,uncultured_marine
010bc6c1ab08f52d375a51bbc84559be,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,
010e21a39b29ea5b968543af11ee0d18,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II,unidentified_marine
011fdd0b618775d22220c12e87a89f89,Bacteria,,,,,,
01224a430672643204162a70d9f44ad0,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,,,
012404fdadfbaf107b90c21b6011a121,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Formosa,
0128431733f67d02efad766d717fe6fd,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,S25-593,marine_metagenome
01296c2fb01bc8e751511f45e577c8c5,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,uncultured_bacterium
012cc3943752452fa516082b9ef19a05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,AEGEAN-169_marine_group,uncultured_bacterium
012da0c54e4c1d5b5856aaf11d644def,Bacteria,Bacteroidota,Rhodothermia,Balneolales,Balneolaceae,Balneola,uncultured_Chitinophagaceae
0134a3630be30e9acb0e3561e1d71905,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS2b_marine_group,
014f2c6f8bc334d54d5b66c173e3c76c,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Pycnococcus_provasolii
0157d037590752734cdd73e3f96b2e2e,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),
0162e6d6d052fdf1e69ff6e467932261,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,
0164bc11018117ab5839c438564ec76d,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,SAR86_clade,SAR86_clade,
016658e8243113be9ed42ed42493ca78,Bacteria,,,,,,
01666c3ad4d3c5ece44eeb46f497b0c9,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,
0166d954fcdac0001c41f8c3c74f2df0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,FS140-16B-02_marine_group,uncultured_Phycisphaeraceae
016d957ab3588504d968a276d18e0698,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_bacterium
01713ccc75c4bf17a743c3b07ffffe2c,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,uncultured_marine
01851613b73433f84a71193993e762aa,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,
018f5bc51e491029ceb9e2e69d447031,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS7_marine_group,NS7_marine_group,seawater_metagenome
019243b8064fc8bd62e8430ad0529b14,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
0193bfe932583705ca8c11c48f865192,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
0193ef6909dc168c44cbfba4aff87b8f,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,
019abaf61414c68d913256bc77ff3ad7,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,DEV007,uncultured_Verrucomicrobiaceae
019bed84669410b5d384f6e3280da1b9,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,
019ffc359bf4e0393e59d3986e5eac1c,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
01a229807484fde4dc98082febf6e3ab,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,Woesearchaeales,Woesearchaeales,
01b1b982e211ff1d1391bd79d81f3c22,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,
01b21365f91cca9d50c0266943120432,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster,
01b8370f64fb9b84ce0bfa7e1417775f,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,,
01b921fe01acc5d005f66a1c9b3110df,Archaea,Thermoplasmatota,Thermoplasmata,Marine_Group_II,Marine_Group_II,Marine_Group_II,unidentified_archaeon
01c30e1b292ef382d2ae4c5ebca0d165,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,,,
01d2107c1429961be5bd2df6f6cb48f5,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_IV,Clade_IV,
01d95336c016b50f2ba53da429111571,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),
01db6cb0fece33e71d312a2693e091ed,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,
01e24bde346826966ed332b46c986323,Bacteria,Proteobacteria,Gammaproteobacteria,HOC36,HOC36,HOC36,Candidatus_Thioglobus
01e5eb6fa94057a56f5e349f46a6c4e0,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,uncultured_bacterium
01e6a6f6ae47bb79e7e8a2b2f30690b8,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,uncultured,uncultured,
01e7bb3ddf7c1f57fc053434c10b4410,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
01ea09400e5939354ddafa439728e0ff,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,Cm1-21,
01ebbeaebce9d8b1eca6d3404680a5e5,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Formosa,
01edd323ea15a6211c6ae912bf9c8269,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,
01f9c064a81fbb798e8cd827f26c1d10,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster,
02034084f4aba6afc39cd875c7029790,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,uncultured,
0205dfe55219a9da9e95f617c5195a9b,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,,
0205e89534e479a2db0584db9aaad0bd,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS2b_marine_group,
02157c7b81fbfa57a5b0413548a223d2,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Croceitalea,
0218a67209e717fa19025798d175fba3,Eukaryota,Incertae_Sedis,Incertae_Sedis,Incertae_Sedis,Incertae_Sedis,Telonema,uncultured_Telonemida
0219b4e03fc1f05e9c1c75d4f75a9549,Bacteria,,,,,,
02301f7d1e08451a4244ccf9407ca8a8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
023127d5d551dd4720d9db5f625e460e,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,
023c456954279046b2036e083f1b677d,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,
02489f3b0caa72459a57a5eb29787600,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
024d3ed71c017cc4830c66b688eed74b,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
026e877a1a1e2174a6635afdf838c54f,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,
0273fcde13ce5de659c20907338dd90c,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
027551e49c3ced4d7380cd2f8fdc0ad7,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,
027a3d2c0b53d0aac71bf95dd8f09b96,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
027b2ef914acebb7853739011e4a3407,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,uncultured_bacterium
0287662d876870ba9cdcc448d1fb5b28,Bacteria,,,,,,
0293fad63f4883392a2dde571ed53ab7,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,,
0297f7082969a14e90b13d38e3364102,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,AEGEAN-169_marine_group,
029ac1f87abeae7dbac1ababc489cfec,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,
02a5406bf4ea735d87a5eec51c562e35,Bacteria,,,,,,
02a66ea246a43083ba22855338d2aedf,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,
02ab883c30c1da01b499297013e01d48,Bacteria,Planctomycetota,OM190,OM190,OM190,OM190,
02c8148c8ca13273c5b1b17dada872f2,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,uncultured,uncultured,uncultured_organism
02d4804b4425e3b2765fe1bd8c35065c,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,
02d4c840271d572bde541360c77569b9,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,
02e19c6ef4bc932774dbb7adb2cf1c17,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,,,
02e4fdfaef27790254ded4104f202c63,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
02eaf60fc1996435560a8c5e728a3e71,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
02faca5765e9864b342cc9143e19faa3,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
02ff343e2302d39c6078dfb4e8eb3649,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,
030397a368ee38e3c7b8816fd177f6b4,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,
0307a06a51bfa524a4701d8cf411bc24,Eukaryota,Arthropoda,Maxillopoda,Calanoida,Calanoida,Calanoida,
0312b57baa9b8cc1cb593f199fdbb98f,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),uncultured_bacterium
03150c5a46eda80984d6385917083007,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,,
031b49cafc31bf553e83af9a94368ca8,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,uncultured,uncultured_bacterium
0325de42dcdd6c296739f6ff090a8a8f,Bacteria,,,,,,
032b7df1b63c13c81555718bafda9aec,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,
033201d97eb2cd3cd4295eda03886f00,Bacteria,,,,,,
0335ff23720fc11bc1cacb37af288542,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus_Megaira,
033797c478883b535227e9308cb05245,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353_marine_group,UBA10353_marine_group,UBA10353_marine_group,
033f862fb876f592985380467d3620ba,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,uncultured_bacterium
034aa7ea68b6dc89ae8555417127ed6f,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,,
03521646df5917dbe04438c9d6766e18,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,uncultured,metagenome
0360679edbe5c8d4cc8116c4cdb96e12,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
036aaf351b54c34c0bb162e280f5ef58,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,
037e150e6ee5204414564355f54ba575,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,,
0382ebd92913b30cb31fcafc00a6a314,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,PB19,PB19,
0393263b0160df6ff5065b33c2f86ed5,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,,
03936e6adcbb81af0fcfe4b27086c870,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
039da87a186fb0b43a3d1d43ed479d6a,Bacteria,,,,,,
03a34302efc8f2dc59b7f030f429a145,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,,,
03aa1d801aa84ce76d1574a8ab54627b,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04_marine_group,uncultured_Verrucomicrobia
03b5aad5e4e28a469607e00808d3e6da,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,,,
03c54d229d6b5db92659e5311abcf6cc,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
03ccd199abddc8af61f433775762f174,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,,,
03df54c3cc42e19b77b270c8264c4d50,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,,,
03f4054cfcf75f5ac8852983105cdda8,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,
03f66a5c7c734348c32c10c20037cea8,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
03ff59dd7ff5b0577e36cbe8ccbd06f5,Bacteria,SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),
0407834b0f36815c77f61a13b9200769,Bacteria,Patescibacteria,Gracilibacteria,,,,
0412f16b83ae387fbae184d0cef53136,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),
0417842be7e4d2399f989b6b70bdd4ad,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,DEV007,
041792056bd7be0d5d925d8a6546e833,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,
041df4b605a696078af698456e7c0b05,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae,
041e69e14b451f8ac904b75b200ae466,Bacteria,Proteobacteria,Gammaproteobacteria,HOC36,HOC36,HOC36,
041ff3f475b58bb4f640b071e55ff6bb,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,SAR86_clade,SAR86_clade,
0427ab93843d50d1b559771ba395e8b8,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,uncultured_bacterium
0429a8a999c3238e12bbfaa1714d385e,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,
0437dd14af482e7f6351e7bf2da0fe9e,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,PB19,PB19,
04390e343a1ff5016536679551881d57,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group,
043a31220af2fa97a8162e27f6c99648,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,PB19,PB19,uncultured_delta
044ab598af0c4673f6c59915160c0a74,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,,
04513f86ea8a1cc8f09cdb5c66676498,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,
0454c9b3ad4737a93e6dc1c078ce1f6a,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,uncultured_bacterium
04587ac05b18ced2ee12569e2550d385,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),
04646abad1607ceead8127b822910820,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,
0469d88d286c8eafffd041795cc22d8c,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,AEGEAN-169_marine_group,
04795b1671c9d03062569fa72c588e7f,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,uncultured_Bacteroidetes/Chlorobi
047f484a99d8f08461a1c0225fd796e5,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,,
048308d817f5cb9a5e7ce62dfa1e30c5,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,,,
0493afc36320f452143acc827959d11e,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
04994110976fb9127d45e3a6c93f600d,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,SAR202_clade,SAR202_clade,
049c1dc13f5227937ae467038e6e7fb5,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,,
04a07c19c0e8b893189f815afd089bb0,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,
04ad143f69446246c872c1254e7b51a5,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4_marine_group,
04b4c9c6bd378204ba3924c5cf9ce0a8,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,,,
04bd47febe17700cbb8dd393f1899690,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II,
04bdfcaae70321c45f80f49470c296a8,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),
04c5f1f9917c74af67bf022565583ff4,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II,
04c691f5758e079824ff9de6c5dda678,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),
04d183a154a213b4909ea31e192714fd,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II,unidentified_marine
04d3aa5e67e4bad4453eaf34d891adbd,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,
04d61029463c40e096bdba6e4a4ce705,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,SAR202_clade,SAR202_clade,marine_metagenome
04d7c47e11329957d33bf74808c8f529,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,uncultured_marine
04d93b1de8d44ef146afa41cde3f3762,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,DEV007,
04db8fa0f286c42335556af597b5c346,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Gimesiaceae,uncultured,
04ecfad5772d2e09a84a0f5ef460536c,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,
04f2afe94e558d903637b19efa3d7e63,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,,,
04fbb4f61068bd44123d9ff47a1a7bcf,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,,,
0505fee346b77115e7e815b58add6f41,Eukaryota,Euglenozoa,Diplonemea,Diplonemea,Diplonemea,SCM38C39_marine_group,
050919fb139f2119523c6f71ef7bca6c,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
050b4bac69897377b343771b41c8d813,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus_Actinomarina,
051920033408ac4211d1cc21598dd986,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hellea,
0527eb4b511f4ad7ed923ef86068c981,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,
052a8c9fc23cb50cb8da9bba2da53b8d,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II,
052cf3128bcd567b2cd451ea22752d86,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04_marine_group,
