Family,Lasker18Sc122_3_D0052,Lasker18Sc122_5_D0053,Lasker18Sc122_17_D0057,Lasker18Sc122_19_D0058,Lasker18Sc123_3_D0063,Lasker18Sc123_5_D0064,Lasker18Sc123_17_D0068,Lasker18Sc123_19_D0069,Lasker18Sc124_3_D0073,Lasker18Sc124_5_D0074,Lasker18Sc124_17_D0078,Lasker18Sc124_19_D0079,Lasker18Sc126_3_D0085,Lasker18Sc126_5_D0086,Lasker18Sc126_17_D0090,Lasker18Sc127_3_D0095,Lasker18Sc127_5_D0096,Lasker18Sc127_17_D0100,Lasker18Sc127_19_D0101,Lasker18Sc128_3_D0105,Lasker18Sc128_7_D0107,Lasker18Sc128_16_D0110,Lasker18Sc128_19_D0111,Lasker18Sc129_3_D0116,Lasker18Sc129_5_D0117,Lasker18Sc129_17_D0121,Lasker18Sc129_19_D0122,Lasker18Sc130_3_D0127,Lasker18Sc130_5_D0128,Lasker18Sc130_17_D0132,Lasker18Sc130_19_D0133,Lasker18Sc132_3_D0137,Lasker18Sc132_5_D0138,Lasker18Sc132_17_D0142,Lasker18Sc132_19_D0143,Lasker18Sc133_3_D0147,Lasker18Sc133_5_D0148,Lasker18Sc133_17_D0152,Lasker18Sc133_19_D0153,Lasker18Sc134_3_D0158,Lasker18Sc134_5_D0159,Lasker18Sc134_17_D0163,Lasker18Sc134_19_D0164,Lasker18Sc135_17_D0173,Lasker18Sc135_19_D0174,Lasker18Sc145_3_D0219,Lasker18Sc145_5_D0220,Lasker18Sc145_17_D0224,Lasker18Sc145_19_D0225,Lasker18Sc150_3_D0229,Lasker18Sc150_5_D0230,Lasker18Sc150_17_D0234,Lasker18Sc150_19_D0235,Lasker18Sc151_3_D0240,Lasker18Sc151_5_D0241,Lasker18Sc151_17_D0245,Lasker18Sc151_19_D0246,Lasker18Sc153_3_D0250,Lasker18Sc153_5_D0251,Lasker18Sc153_17_D0255,Lasker18Sc153_19_D0256,Lasker18Sc154_3_D0260,Lasker18Sc154_5_D0261,Lasker18Sc154_17_D0265,Lasker18Sc154_19_D0266,Lasker18Sc158_3_D0270,Lasker18Sc158_5_D0271,Lasker18Sc158_17_D0275,Lasker18Sc158_19_D0276
Clausophyidae,0.00041100314123829375,0.0,0.0019392287634796054,0.0,0.0005884495754756634,0.0,5.964540804914782e-05,0.0,4.167534903104813e-05,0.010788110819273175,0.0002662548591511795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014145271942853102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001016294589925133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clionaidae,8.807210169392008e-05,0.00012358075229782961,0.0,0.0,0.0,0.0,0.0,0.0,8.335069806209627e-05,5.935686833162682e-05,0.0,6.249414117426491e-05,0.00010370754472387866,1.6156654926164088e-05,0.0,0.0,7.578341101132961e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.842976000614876e-05,0.0,0.0,2.1407775303990408e-05,0.00013550594532335105,0.0,0.0,6.908621960206338e-05,0.0,0.0,0.0,0.00010314861136181954,4.4703392987527755e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.676229727559814e-05,0.00011764705882352942,0.0,0.0,0.00039975015615240474,0.0001743755176773181,0.0,0.0,3.384037495135446e-05,2.353273403303996e-05,0.0,0.0,7.264802034144569e-05,5.479752315195353e-05,0.0,0.0,3.0406227195329603e-05,9.858044164037855e-05,0.0,0.0,0.00024303961545731954,7.902327235370817e-05,0.0,0.0
Clionidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047996160307175426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cochliopodiidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5926886180969666e-05,0.00014540989433547679,0.0,0.0,0.0,7.678034423187664e-05,6.958135219761104e-05,0.0,0.0,5.2223866306902256e-05,0.0,0.0,0.00013450416002152066,0.0,8.285690612312537e-05,0.0,0.0,4.7036688617121355e-05,3.067061295219985e-05,2.302873986735446e-05,0.0,2.3682091602330316e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2243648607284971e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00019617245738698288,9.838922778511793e-05,1.7362618282837052e-05,8.460093737838616e-05,0.0,9.40592196847135e-05,9.975559878298169e-05,0.0,0.0,0.0,2.1522038567493114e-05,0.0,0.0,0.0,4.5761703555684365e-05,0.0,7.902327235370817e-05,0.0,5.72093289345716e-05
Colaconemataceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021613713069646034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cordycipitaceae,2.9357367231306698e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.92108195335613e-05,0.0,0.0,0.0,9.374121176139737e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.945965328783045e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corycaeidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019210819533561303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corymorphidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2313309852328176e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012893576420227443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.718775883865905e-05,4.216681190790768e-05,0.0,0.0,0.0,9.40592196847135e-05,3.32518662609939e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9511636176854084e-05,0.00012852231468688752,0.0
Corynidae,0.00044036050846960045,0.0,0.0,0.0,0.0005884495754756634,0.00013143674971522037,0.0,3.84216390671226e-05,0.0003959158157949573,0.0009200314591402157,0.0019969114436338463,0.0009374121176139737,0.0,0.00027466313374478946,0.0,0.0003023888720895071,0.0005683755825849721,0.0,0.0,0.0009194426762854516,0.0004235920606745199,5.2223866306902256e-05,2.0779220779220778e-05,0.0,0.0,0.0,0.0,0.00029970885425586574,0.0005420237812934042,4.7036688617121355e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.960452398337034e-05,0.0,0.0,5.437245129134572e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003247970018738289,0.0005231265530319543,0.0,0.0,1.692018747567723e-05,0.0002353273403303996,0.0,0.0,0.0005811841627315655,0.0,0.0,0.0,0.00012162490878131841,0.0,1.4367816091954022e-05,3.0507802370456244e-05,8.101320515243984e-05,0.0,0.0,0.0
Coscinodiscaceae,5.8714734462613395e-05,0.00010813315826060092,0.00032757242626344684,0.0004492362982929021,2.802140835598397e-05,5.8416333206764614e-05,1.4911352012286954e-05,0.0,0.0,0.0,0.005484850098514298,0.004624566446895604,0.00023334197562872698,0.00033928975344944584,0.0,0.0,0.00017682795902643577,3.839017211593832e-05,2.3193784065870348e-05,0.00014145271942853102,0.00014119735355817332,0.0002263034206632431,0.00043636363636363637,0.0,5.764464000922314e-05,0.001110596945858399,0.0013464247245007872,6.422332591197122e-05,0.0001016294589925133,1.5678896205707117e-05,7.667653238049963e-05,4.605747973470892e-05,0.0006539893349431532,0.0,3.2912058978409687e-05,2.5787152840454884e-05,0.0016987289335260547,3.0856102565684926e-05,1.8425028558794266e-05,0.00018124150430448574,9.611872585017013e-05,0.00010911372377860825,7.219955958268655e-05,2.4487297214569943e-05,0.0,0.0006958197291655516,0.00014117647058823528,0.0,0.0,0.0005996252342286071,0.00039234491477396576,0.0,3.4725236565674104e-05,0.0005922065616487031,0.0006589165529251188,0.0,0.0,0.00014529604068289138,0.00024658885418379087,0.0,0.0,0.00012162490878131841,6.572029442691903e-05,0.0,7.62695059261406e-05,0.00024303961545731954,0.0002765814532379786,0.0,0.0
Cuninidae,0.0,0.0,0.0,0.0,0.00011208563342393588,0.00033589391593889654,0.0,0.0,0.0,0.00010387451958034694,0.0,0.0,0.00077780658542909,0.00043622968300643033,0.0,0.0012370453858207109,0.009384512396902984,0.0,0.0,0.0,2.0171050508310473e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015244418848876995,0.0,0.0,0.0003914885777450258,0.00010061374383740819,0.0,0.0,2.5787152840454884e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014990630855715178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyclopidae,0.0,0.0,0.0,1.4491493493319421e-05,2.802140835598397e-05,0.0,0.0,0.0,0.0,0.0004303372954042945,0.0,0.0,0.0,0.0,0.0,0.0,0.0765538756899448,0.0,2.3193784065870348e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001016294589925133,0.0,0.0,0.0,0.00025153435959352047,0.0,0.0,7.736145852136466e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08502186133666459,2.1796939709664764e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.4216006780481897e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.72093289345716e-05
Cymatosiraceae,2.9357367231306698e-05,0.0001390283463350583,5.241158820215149e-05,0.0,0.00025219267520385576,0.0004381224990507346,0.0009990605848232258,0.0006915895032082068,4.167534903104813e-05,0.00017807060499488048,0.0,0.0,5.185377236193933e-05,3.2313309852328176e-05,2.7457440966501922e-05,0.0005497979492536493,0.00026524193853965365,6.398362019323054e-05,4.6387568131740696e-05,0.000424358158285593,0.00012102630304986284,1.7407955435634083e-05,0.0,0.0,0.0,0.00013221392212599986,0.0001035711326539067,0.0002568933036478849,0.0002540736474812832,9.407337723424271e-05,0.00027603551656979865,0.0001151436993367723,0.00020122748767481639,0.008004546961587648,0.011914165350184308,0.0006188916681709172,0.00037252827489606463,0.1706805313420862,0.2014592622618565,0.0009243316719528773,0.0013648859070724158,0.006601380288605799,0.009024944947835819,0.000820324456688093,0.0006938983207660638,0.0004281967564095702,7.058823529411764e-05,0.03209080274431692,0.039782047794511624,0.0007495315427857589,0.0004141418544836305,0.01844095240772496,0.0183696501432416,0.00020304224970812677,0.0004706546806607992,0.006283155874938861,0.005037657738540576,0.00043588812204867417,0.000821962847279303,0.0019725280636947243,0.0027978650137741048,0.00024324981756263683,0.0002628811777076761,0.05612068965517241,0.034977195417728084,0.00029704841889227943,0.0004346279979453949,0.010795874433698551,0.00917256240584298
Cymothoidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.104627480699095e-05,0.0,0.000902550349415921,0.00022351696493763876,0.0,0.0,0.00018124150430448574,0.00015378996136027222,0.0,0.0,0.0,0.0,2.676229727559814e-05,0.00021176470588235295,0.0,0.0,2.4984384759525296e-05,2.1796939709664764e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013699380787988383,0.0,0.0,0.0,0.0,0.0,0.0,8.101320515243984e-05,0.0,0.0,0.0
Cystobasidiaceae,2.9357367231306698e-05,0.00021626631652120183,0.0,0.0,0.0,0.0,0.0,0.0,2.0837674515524066e-05,0.000860674590808589,0.0,0.0,0.0008037334716100597,0.0,0.0,0.00013744948731341232,0.000467331034569866,0.0,0.0,0.0002121790791427965,0.00010085525254155236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.693824316541888e-05,0.0,0.0,0.0009902358142962417,0.0008049099506992655,0.0,0.0,0.0010830604192991053,0.0019520481604553786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014117647058823528,0.0,0.0,0.0,0.0,0.0,0.0,0.0009982910610649566,4.706546806607992e-05,0.0,0.0,0.0,0.0007123678009753959,0.0,0.0,0.00015203113597664803,0.0,0.00010057471264367816,0.0,0.0,0.0,0.0,0.0
Cystocloniaceae,0.0,9.26855642233722e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.921488000307438e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4984384759525296e-05,0.0,0.0,0.0,5.0760562427031693e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.40088034349599e-05,0.0,0.0,0.0
Delesseriaceae,0.0027889498869741363,0.003166756777631884,0.0,2.8982986986638843e-05,0.0007845994339675512,0.0006863919151794842,0.0,0.0,0.000625130235465722,0.001661992313285551,0.0,0.0,0.004614985740212601,0.0010824958800529937,0.0,0.0036836462599994504,0.003043967008955073,0.0,0.0,0.0020510644317136995,0.0021986445054058413,0.0,0.0,0.0001636072118058964,0.00036508272005841326,0.0,0.0,0.0034894673745504367,0.0030996984992716554,0.0,0.0,0.00619473102431835,0.007219036120334038,0.0,0.0,0.008200314603264654,0.0045746472157236736,9.256830769705479e-05,0.0,0.0005618486633439057,0.0005190411195909187,0.0,3.6099779791343274e-05,0.0,0.0,0.005432746346946422,0.0025176470588235294,0.0,0.0,0.0057713928794503435,0.004751732856706919,0.0003232788912939589,0.00020835141939404462,0.00690343649007631,0.0024709370734691954,0.0001128710636216562,0.0002327630638269573,0.0022036566170238526,0.003260452627541235,0.0,2.1522038567493114e-05,0.006476526392605206,0.005159043112513144,0.0003879310344827586,4.5761703555684365e-05,0.0012422024790040777,0.0004346279979453949,0.0,0.0001144186578691432
Delphinidae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032948929159802305,0.0,0.0,0.0003455115490434449,0.00018555027252696279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003269946674715766,0.0,0.0,0.0,0.00043213279887943494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021794406102433709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dendrasteridae,0.0,0.0,0.0,0.0,0.0,0.0,2.982270402457391e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039934022050525217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.40088034349599e-05,7.902327235370817e-05,0.0,0.015904193443810905
Desmacellidae,0.0,0.00010813315826060092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.422332591197122e-05,0.0002032589179850266,0.0003449357165255566,0.0,6.908621960206338e-05,0.0,0.0013972434045374888,0.0036532385466034756,0.00025787152840454886,0.00020861583394179617,0.0007251184102935958,0.00042377565685226815,0.0010330765745355686,0.0005382648647609527,0.006846886167107668,0.005378867188910148,0.0015182124273033365,0.0013415367534810566,0.0,0.0003294117647058824,0.0,0.00023081171534320878,0.00034978138663335415,0.0,0.0,0.00043406545707092627,0.0,0.0,0.0,0.0008645485227858413,7.264802034144569e-05,0.00010959504630390706,0.0,0.0,0.0,0.0,0.0010201149425287355,0.0005338865414829842,0.0012151980772865977,0.0002765814532379786,0.001092439674838544,7.627910524609547e-05
Desmarestiaceae,0.0,0.0,0.0,0.0,0.0,0.00010222858311183807,0.0,0.0,0.0,7.419608541453352e-05,0.0,0.0,0.00010370754472387866,0.0,0.0,0.0,0.0004925921715736425,0.0,0.0,0.005021571539712851,2.0171050508310473e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003048883769775399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.960452398337034e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.058823529411764e-05,0.0,0.0,7.495315427857589e-05,0.0004141418544836305,0.0,0.0,0.0,0.0,0.0,0.0,9.686402712192759e-05,0.0,0.0,0.0,0.0,9.858044164037855e-05,0.0,0.0,0.0,0.00031609308941483267,0.0,0.0
Dictyonellidae,0.00011742946892522679,0.0,0.0,0.0,0.00014010704177991985,0.00011683266641352923,0.0,0.0,0.0,2.967843416581341e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00015156682202265923,0.0,0.0,7.072635971426551e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002354855283438945,1.693824316541888e-05,0.0,0.0,0.0009672070744288873,0.00037730153939028073,4.736418320466063e-05,0.0,0.00043838159828773305,0.0001937147029459536,0.00035484517950537666,0.00014740022847035413,0.00041685545990031715,0.00034602741306061246,0.0,0.0,0.0,0.0,5.352459455119628e-05,7.058823529411764e-05,0.0,1.6486551095943485e-05,0.0007995003123048095,2.1796939709664764e-05,9.838922778511793e-05,3.4725236565674104e-05,3.384037495135446e-05,0.0001176636701651998,0.0,1.662593313049695e-05,2.4216006780481897e-05,2.7398761575976766e-05,0.0,0.0,0.00033446849914862563,0.0003943217665615142,5.747126436781609e-05,0.0,5.40088034349599e-05,0.0,0.0,5.72093289345716e-05
Dictyotaceae,2.9357367231306698e-05,0.00021626631652120183,0.0,0.0,0.0,1.4604083301691153e-05,0.0,0.0,0.0,0.0,5.32509718302359e-05,0.0,7.7780658542909e-05,0.0,5.4914881933003843e-05,8.24696923880474e-05,0.0,0.0,0.0,0.0,0.00010085525254155236,0.0,4.1558441558441555e-05,0.00013088576944471713,1.921488000307438e-05,3.966417663779996e-05,8.285690612312537e-05,8.563110121596163e-05,0.0,0.0,0.0,6.908621960206338e-05,0.0,0.0,0.0,5.157430568090977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.676229727559814e-05,0.0,0.0,0.0,0.0,8.718775883865905e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00014529604068289138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dinobryaceae,0.0,0.0,6.551448525268937e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020767879013792,0.002187294941099272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.703977717817043e-05,6.233766233766233e-05,0.0,0.0,2.6442784425199975e-05,2.071422653078134e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2912058978409687e-05,2.5787152840454884e-05,4.4703392987527755e-05,0.0,0.0,9.062075215224287e-05,0.00023068494204040832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.996876951905059e-05,0.00010898469854832381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.40088034349599e-05,0.0,0.0,0.0
Diphyidae,0.0,6.179037614891481e-05,0.0,0.0,0.0,0.0,0.0,9.605409766780651e-05,0.0,0.0,0.0,0.0,0.0,3.2313309852328176e-05,0.0,0.0,0.0007704646786151844,0.0,0.0,0.0,0.0,0.0,0.0,9.816432708353784e-05,0.00017293392002766942,0.00034375619752759966,0.0,0.0,3.387648633083776e-05,0.0,0.0,0.0,5.0306871918704096e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dolichomastigaceae,0.0,0.0,0.0,0.0,8.406422506795192e-05,0.0,1.4911352012286954e-05,0.0,0.0,0.0,7.987645774535385e-05,0.0003124707058713246,0.0,0.0,0.0,0.0,0.0,0.0,2.3193784065870348e-05,0.0,0.0,0.00013926364348507267,0.00014545454545454546,0.0,0.0,5.288556885039995e-05,8.285690612312537e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.3682091602330316e-05,0.0,0.0,0.0,0.0,3.685005711758853e-05,0.0,0.0,0.00016367058566791237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.32518662609939e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.700440171747995e-05,0.0,0.0,0.0
Dothioraceae,0.0,0.0001853711284467444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.374121176139737e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.157430568090977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031589272947944204,0.0,0.0,7.17282932252627e-05,4.304407713498623e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Durvillaeaceae,0.00023485893785045358,0.0,3.930869115161362e-05,1.4491493493319421e-05,0.00014010704177991985,0.00014604083301691153,0.0,0.0,0.0,0.0,0.0003461313168965334,0.0005312001999812517,2.5926886180969666e-05,6.462661970465635e-05,0.0,2.7489897462682465e-05,0.00031576421254720673,1.2796724038646107e-05,0.0,0.0,0.0,0.00041779093045521805,0.00027012987012987015,0.0001636072118058964,1.921488000307438e-05,0.00043630594301579957,0.0003521418510232828,4.2815550607980816e-05,0.0,0.00010975227343994983,0.0,9.211495946941784e-05,0.00012576717979676023,0.0,0.0,0.0011088475721395602,0.0,0.0001234244102627397,0.0,0.0,0.00021146119687037428,0.0,0.00010829933937402982,0.0,0.0,0.0007225820264411497,0.0004941176470588235,0.0,0.0,0.00037476577139287947,0.0017001612973538516,0.0001827228516009333,0.0,0.0,0.0,0.0,0.0,0.0005811841627315655,0.001178146747767001,0.0,0.0,0.0,0.0,0.0,0.0,0.001053171666981718,0.0005926745426528112,0.0,0.0
Ectocarpaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7036688617121355e-05,0.0,0.0,0.0,0.0,3.2912058978409687e-05,0.0,0.0,1.5428051282842463e-05,0.0001105501713527656,1.8124150430448573e-05,0.0,8.183529283395619e-05,0.0,0.0,0.0,0.0,0.0,4.742483164184767e-05,3.297310219188697e-05,0.0,0.0,4.216681190790768e-05,3.4725236565674104e-05,0.0,0.0,7.52473757477708e-05,1.662593313049695e-05,0.0,0.0,3.586414661263135e-05,0.0,0.0,0.0,2.8735632183908045e-05,0.0,0.0,0.0,0.0,0.0
Eirenidae,0.0,0.0,0.0,0.0,0.0,4.3812249905073455e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.422332591197122e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006258475018253885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.495315427857589e-05,2.1796939709664764e-05,0.0,0.0,1.692018747567723e-05,0.0,0.0,9.975559878298169e-05,0.0,0.0,0.0,4.304407713498623e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enoploteuthidae,0.0,0.0001390283463350583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Entolomataceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.967843416581341e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.352459455119628e-05,0.0,0.0,0.0,4.996876951905059e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Etheliaceae,0.0,1.5447594037228702e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.693824316541888e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.028689182679442e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.479752315195353e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
