"","FeatureID","PC1","PC2","PC3","ASV","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"17","ASV_17",-0.0165465274172478,-0.0771670442236799,0.01529514046928,"ASV_17","Eukaryota","Arthropoda","unassigned","unassigned","unassigned","g_","s_"
"18","ASV_18",0.00535667039546806,0.0341168277114684,0.151615548975748,"ASV_18","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"19","ASV_19",-0.0173781094397971,0.0894680422849439,0.150056525108652,"ASV_19","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemataceae","g_","s_"
"20","ASV_20",-0.00325778332822758,0.0431985528374104,0.102378803646521,"ASV_20","Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"21","ASV_21",0.00797421574116195,0.00327203588099282,0.0205578297235536,"ASV_21","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus parapergens"
"22","ASV_22",0.057719125814736,-0.0416546409148519,0.127442000286229,"ASV_22","unassigned","unassigned","unassigned","unassigned","unassigned","g_","s_"
"23","ASV_23",-0.00778867598264627,0.00724107932665036,0.128700139999791,"ASV_23","Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"24","ASV_24",-0.0557027467289735,-0.0805394040584624,0.0700464612187137,"ASV_24","Eukaryota","Haptista","Haptophyta","Phaeocystales","Phaeocystaceae","g_","s_"
"25","ASV_25",-0.00432795924347275,-0.00594758121630957,0.00403276388749943,"ASV_25","Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"26","ASV_26",-0.0141443969737235,0.0211942682562655,0.0235740522406332,"ASV_26","Eukaryota","Rotifera","Monogononta","Ploima","Synchaetidae","g_","s_"
"27","ASV_27",-0.0344786254829798,-0.098899807783753,0.0142583573734355,"ASV_27","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Sphaeronectidae","Sphaeronectes","Sphaeronectes gracilis"
"28","ASV_28",-0.0193410885405504,0.0834100313798524,0.104340207916957,"ASV_28","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemataceae","g_","s_"
"29","ASV_29",-0.00776000093377131,0.0135896514694362,0.0167736569673994,"ASV_29","Eukaryota","Rotifera","Monogononta","Ploima","Synchaetidae","g_","s_"
"30","ASV_30",0.0501979180762104,-0.0947285015707931,0.0541955258402536,"ASV_30","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"31","ASV_31",-0.00492574509765026,-0.0108456767290504,0.00338598671653784,"ASV_31","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"32","ASV_32",-0.0120385230790508,-0.054521124754359,0.0284879503572552,"ASV_32","Eukaryota","Arthropoda","unassigned","unassigned","unassigned","g_","s_"
"33","ASV_33",-0.0460947979335898,-0.121586995591392,0.0101115409626123,"ASV_33","Eukaryota","unknown","Oomycota","Saprolegniales","Saprolegniaceae","g_","s_"
"34","ASV_34",0.0133650638952468,-0.0378840745457791,0.122771590426656,"ASV_34","Eukaryota","unknown","Bolidophyceae","Parmales","Triparmaceae","g_","s_"
"35","ASV_35",0.0574531368772103,-0.103663615967361,0.0380112165317991,"ASV_35","Eukaryota","Imbricatea","unknown","Euglyphida","Paulinellidae","g_","s_"
"36","ASV_36",-0.0376314194497146,0.0647822632031218,0.0770959215361344,"ASV_36","Eukaryota","Bacillariophyta","Mediophyceae","Cymatosirales","Cymatosiraceae","g_","s_"
"37","ASV_37",-0.0428908012258895,-0.115614957541841,0.0173715602054221,"ASV_37","Eukaryota","unknown","Dictyochophyceae","Pedinellales","unknown","g_","s_"
"38","ASV_38",-0.0214959842022855,-0.0432225187489777,0.0317777328284282,"ASV_38","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"39","ASV_39",-0.00291424834099266,-0.0062809932542375,0.000991390424000628,"ASV_39","Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"40","ASV_40",-0.0307123100519175,-0.00338612208126476,0.0616280438708004,"ASV_40","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Calanidae","Ctenocalanus","Ctenocalanus vanus"
"41","ASV_41",-0.0490576862960218,0.0847039671712951,0.124088173726009,"ASV_41","Eukaryota","Picozoa","unknown","unknown","unknown","g_","s_"
"42","ASV_42",-0.00610173556811477,0.0395441085153916,0.065098645868455,"ASV_42","Eukaryota","Ascomycota","Dothideomycetes","unassigned","unassigned","g_","s_"
"43","ASV_43",-0.00184045017796748,-0.00457255507699779,0.000999579500673323,"ASV_43","Eukaryota","Mollusca","Gastropoda","Nudibranchia","Onchidorididae","Corambe","Corambe steinbergae"
"44","ASV_44",-0.00817676047668463,-0.00730284381569573,0.0950616208753868,"ASV_44","Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"45","ASV_45",-0.0093471877093147,0.0683840423024418,0.0985534962452671,"ASV_45","unassigned","unassigned","unassigned","unassigned","unassigned","g_","s_"
"46","ASV_46",0.006061652185116,-0.00382423455135043,-0.00211857159162301,"ASV_46","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Clausocalanidae","Clausocalanus","s_"
"47","ASV_47",-0.0235965782228055,0.0405315371369691,0.0550057224030589,"ASV_47","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Acartiidae","Acartia","Acartia californiensis"
"48","ASV_48",-0.00915712349202578,0.0148549345655724,0.0145852235496653,"ASV_48","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Thysanoessa","Thysanoessa spinifera"
"49","ASV_49",0.0392148377623375,-0.0671790996642747,0.0741036386309158,"ASV_49","Eukaryota","Haptista","Haptophyta","Prymnesiales","Chrysochromulinaceae","g_","s_"
"50","ASV_50",0.00666693917082195,-0.00475573825873344,-0.0037007167143224,"ASV_50","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Lucicutiidae","Lucicutia","Lucicutia flavicornis"
"51","ASV_51",-0.0461436116010699,0.0486656940226865,0.0832743191203909,"ASV_51","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Paracalanidae","Paracalanus","Paracalanus sp. C AC-2013"
"52","ASV_52",-0.0345430738722518,-0.0485962438915494,0.0767541962569604,"ASV_52","Eukaryota","unknown","Pelagophyceae","Pelagomonadales","unknown","Aureococcus","Aureococcus anophagefferens"
"53","ASV_53",0.00516161255908818,-0.0994419999817168,0.0329725856017391,"ASV_53","Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"54","ASV_54",-0.00445544121582558,-0.00615407391700527,0.000417530949839569,"ASV_54","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Calocalanidae","g_","s_"
"55","ASV_55",0.0216119187051163,0.0717694982857888,0.104269093553131,"ASV_55","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","g_","s_"
"56","ASV_56",0.101372479866166,-0.0211111148076098,0.0440901445367436,"ASV_56","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"57","ASV_57",-0.0259118266376403,0.0682845132467192,0.0845162626320842,"ASV_57","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemataceae","g_","s_"
"58","ASV_58",-0.0472460706641817,0.0611553143247161,0.09352765380486,"ASV_58","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Acartiidae","Acartia","unassigned"
"59","ASV_59",-0.0327791587990408,0.0599589404293615,0.0727786414088224,"ASV_59","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"60","ASV_60",-0.00305704413102567,0.0166096243707729,0.0219315623862264,"ASV_60","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","g_","s_"
"61","ASV_61",0.00184510775898229,-0.00314205990905443,-0.00379474932241307,"ASV_61","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Clausocalanidae","Clausocalanus","s_"
"62","ASV_62",-0.0570237149032114,-0.057626624211888,0.0683049294154618,"ASV_62","Eukaryota","Haptista","Haptophyta","Prymnesiales","Chrysochromulinaceae","g_","s_"
"63","ASV_63",0.00926701720923387,-0.062055908307617,0.078171200877762,"ASV_63","Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"64","ASV_64",-0.0482573961885259,-0.0103679171063039,0.0999863859817614,"ASV_64","Eukaryota","Imbricatea","unknown","Euglyphida","Paulinellidae","g_","s_"
"65","ASV_65",-0.0413043568158566,-0.0997757344683638,0.0142797157595158,"ASV_65","Eukaryota","unknown","Phaeophyceae","unassigned","unassigned","g_","s_"
"66","ASV_66",-0.0485938059383377,0.0840524643160138,0.0970177084075056,"ASV_66","Eukaryota","unknown","Phaeophyceae","unassigned","unassigned","g_","s_"
"67","ASV_67",0.000538731028099,-0.000502873951710938,-0.000472500651331104,"ASV_67","Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"68","ASV_68",-0.0243469271254758,-0.0266328678151501,0.014980833431356,"ASV_68","Eukaryota","Haptista","Haptophyta","Phaeocystales","Phaeocystaceae","g_","s_"
"69","ASV_69",0.0346262965982405,-0.0643909094679837,0.0615137913814496,"ASV_69","Eukaryota","unknown","Phaeophyceae","Fucales","Sargassaceae","g_","s_"
"70","ASV_70",0.0974459901451598,-0.00932408577088323,0.0160686156117044,"ASV_70","Eukaryota","Cnidaria","Hydrozoa","Leptothecata","Aglaopheniidae","g_","s_"
"71","ASV_71",0.102139551581124,-0.00449957390814404,0.0293727180776622,"ASV_71","Eukaryota","Cnidaria","Hydrozoa","Leptothecata","Aglaopheniidae","g_","s_"
"72","ASV_72",0.0152100534220776,-0.00830062854076475,-0.00357838163183994,"ASV_72","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Calocalanidae","Calocalanus","Calocalanus tenuis"
"73","ASV_73",0.0187276825566738,0.00545133742709198,0.107249420405848,"ASV_73","Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"74","ASV_74",-0.00174299537023967,-0.00500115027839202,0.000850249138968684,"ASV_74","Eukaryota","Arthropoda","Hexanauplia","Poecilostomatoida","Oncaeidae","g_","s_"
"75","ASV_75",-0.0115934024555628,-0.0259665343923811,0.00672339643116451,"ASV_75","Eukaryota","Arthropoda","unassigned","unassigned","unassigned","g_","s_"
"76","ASV_76",-0.0444439467466231,-0.0906131709842934,0.0192425328177781,"ASV_76","Eukaryota","unknown","Phaeophyceae","Sphacelariales","Sphacelariaceae","g_","s_"
"77","ASV_77",0.0992702312202694,-0.0116605553931952,0.0184495975518864,"ASV_77","Eukaryota","Haptista","Haptophyta","Prymnesiales","Chrysochromulinaceae","g_","s_"
"78","ASV_78",0.066466131552276,-0.0603804821650315,0.0514250172747891,"ASV_78","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"79","ASV_79",-0.0191299774170294,0.0612646779441235,0.0948110491055871,"ASV_79","Eukaryota","Bacillariophyta","unassigned","unassigned","unassigned","g_","s_"
"80","ASV_80",0.014922712331437,-0.00614691294912499,-0.00229389091418625,"ASV_80","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Prayidae","Praya","Praya reticulata"
"81","ASV_81",-0.0125477744383007,-0.0283782800245948,0.0240710813817247,"ASV_81","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Pontellidae","g_","s_"
"82","ASV_82",0.00957144223494444,-0.0713883082439104,0.0477339420968698,"ASV_82","Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"83","ASV_83",-0.00885184380584687,-0.00377846252097419,0.00984197954140566,"ASV_83","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus parapergens"
"84","ASV_84",-0.0203762841809436,0.0191923561908167,0.0378877914549141,"ASV_84","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Paracalanidae","Paracalanus","Paracalanus sp. C AC-2013"
"85","ASV_85",-0.0277483992860076,0.0105493663937384,0.105905976731138,"ASV_85","Eukaryota","Haptista","Haptophyta","Prymnesiales","Chrysochromulinaceae","g_","s_"
"86","ASV_86",-0.0122549988793077,0.0515320675606822,0.0639710534472263,"ASV_86","Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"87","ASV_87",-0.00412400444179434,0.00582039459279968,0.00302456814858163,"ASV_87","Eukaryota","Arthropoda","Hexanauplia","Poecilostomatoida","Oncaeidae","g_","s_"
"88","ASV_88",0.0725393812251782,-0.0616094653442996,0.0303128952813186,"ASV_88","Eukaryota","Rhodophyta","Florideophyceae","Ceramiales","Delesseriaceae","g_","s_"
"89","ASV_89",0.00793690883911695,-0.00398521208717554,-0.00228642817316485,"ASV_89","Eukaryota","Arthropoda","Hexanauplia","Calanoida","unassigned","unassigned","unassigned"
"90","ASV_90",0.00587974811736239,-0.00288614667817486,0.00082586223085281,"ASV_90","Eukaryota","Arthropoda","Hexanauplia","Poecilostomatoida","Oncaeidae","g_","s_"
"91","ASV_91",0.0179369964608867,-0.00698970104778145,-0.00235227833269915,"ASV_91","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Apolemiidae","g_","s_"
"92","ASV_92",0.0170266784796705,-0.088796936495719,0.0283322611810946,"ASV_92","Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"93","ASV_93",-0.00115416836111817,0.00355078259071168,0.0055975164375754,"ASV_93","Eukaryota","Rotifera","Monogononta","Ploima","Synchaetidae","g_","s_"
"94","ASV_94",0.0473436602755525,-0.0425150005784978,0.0542194357050685,"ASV_94","Eukaryota","Cercozoa","unknown","Euglyphida","Paulinellidae","g_","s_"
"95","ASV_95",0.00312524474718709,0.00689472322167221,0.0204757514294812,"ASV_95","Eukaryota","Arthropoda","unknown","unknown","unknown","g_","s_"
"96","ASV_96",-0.0337813368480707,0.0542086043129243,0.0638800446849118,"ASV_96","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"97","ASV_97",0.0870509379685271,-0.00906691585981022,0.0144221811027523,"ASV_97","Eukaryota","Cnidaria","Hydrozoa","Leptothecata","Aglaopheniidae","g_","s_"
"98","ASV_98",0.00129462854173604,-0.00593031104600583,0.0058072387161215,"ASV_98","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus parapergens"
"99","ASV_99",-0.0197484490981291,-0.00294640882436125,0.06669917587153,"ASV_99","Eukaryota","unknown","Pelagophyceae","Pelagomonadales","unknown","Aureococcus","Aureococcus anophagefferens"
"100","ASV_100",-0.0176819224968412,0.0724949113295685,0.0958757977593713,"ASV_100","Eukaryota","Bacillariophyta","Fragilariophyceae","Thalassionemales","Thalassionemataceae","g_","s_"
"101","ASV_101",0.00630469490709289,-0.0027322514217162,-0.00163286930573564,"ASV_101","Eukaryota","Annelida","Polychaeta","Phyllodocida","Polynoidae","g_","s_"
"102","ASV_102",-0.00016839605598925,-0.013304159154951,0.00641995257072165,"ASV_102","Eukaryota","Arthropoda","Hexanauplia","Poecilostomatoida","Oncaeidae","g_","s_"
"103","ASV_103",0.0338864407599019,-0.00729185931496362,0.0105824870535499,"ASV_103","Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"104","ASV_104",-0.0240221651362463,0.0337258920100566,0.0388447673278724,"ASV_104","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"105","ASV_105",-0.0116559062426473,-0.0148131482399016,0.0011957630804448,"ASV_105","Eukaryota","Arthropoda","Hexanauplia","Poecilostomatoida","Oncaeidae","g_","s_"
"106","ASV_106",-0.0162582403693606,0.0384654684996078,0.099307680665246,"ASV_106","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","unassigned","g_","s_"
"107","ASV_107",-0.0357578827837891,-0.0885091929892844,0.010219386858273,"ASV_107","Eukaryota","Discosea","Flabellinia","Dactylopodida","Paramoebidae","g_","s_"
"108","ASV_108",-0.0433357240168002,0.0183710640849762,0.0806645928196586,"ASV_108","Eukaryota","Haptista","Haptophyta","Prymnesiales","Chrysochromulinaceae","g_","s_"
"109","ASV_109",0.0899035491065989,-0.0310523871201339,0.0266014222885418,"ASV_109","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"110","ASV_110",0.06275382005191,-0.0622795017207152,0.0308758868089918,"ASV_110","Eukaryota","Haptista","Haptophyta","unassigned","unassigned","g_","s_"
"111","ASV_111",-0.0330187918923723,-0.0853112995708897,0.0175197937453156,"ASV_111","Eukaryota","unknown","Oomycota","Saprolegniales","Saprolegniaceae","g_","s_"
"112","ASV_112",-0.0268706862043811,0.0461889780357,0.0501228976272704,"ASV_112","Eukaryota","unknown","Oomycota","Saprolegniales","Saprolegniaceae","g_","s_"
"113","ASV_113",-0.0123278329589782,-0.0291134773763388,0.00126294081946568,"ASV_113","Eukaryota","Annelida","Polychaeta","Spionida","Spionidae","g_","s_"
"114","ASV_114",-0.0388099983691395,-0.0964695682009366,-0.00154869583693271,"ASV_114","Eukaryota","Haptista","Haptophyta","Phaeocystales","Phaeocystaceae","Phaeocystis","s_"
"115","ASV_115",0.0979778417932967,-0.0015470978803252,0.0256757510870578,"ASV_115","Eukaryota","Picozoa","unknown","unknown","unknown","g_","s_"
"116","ASV_116",-0.0144422345142185,-0.0874553988067702,0.0142069265169736,"ASV_116","Eukaryota","Mollusca","Gastropoda","unknown","Planorbidae","g_","s_"
"117","ASV_117",0.0010231076637742,-0.000355824238972896,0.0127069656619578,"ASV_117","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus parapergens"
"118","ASV_118",0.00716961631322318,-0.00192978795554129,-0.00201759756647177,"ASV_118","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus parapergens"
"119","ASV_119",-0.0340326587870933,-0.060500821348315,0.0300379825971119,"ASV_119","Eukaryota","Haptista","Haptophyta","Prymnesiales","Chrysochromulinaceae","g_","s_"
"120","ASV_120",-0.000900721977450741,-0.000365371175344902,0.000879198684202222,"ASV_120","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"121","ASV_121",0.0260230803836646,-0.01013267003839,0.0239679748934766,"ASV_121","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Forskaliidae","g_","s_"
"122","ASV_122",-0.0031587835544176,0.00273847604098329,0.00322558969091087,"ASV_122","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Eucalanus","Eucalanus californicus"
"123","ASV_123",-0.0166758899019457,0.022864201212785,0.0317232222680858,"ASV_123","Eukaryota","Ascomycota","Dothideomycetes","unassigned","unassigned","g_","s_"
"124","ASV_124",0.0845796378882225,-0.0258353594261955,0.0272351877220078,"ASV_124","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"125","ASV_125",0.00600039292523629,0.000955259431148401,0.00493516417521288,"ASV_125","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus pergens"
"126","ASV_126",-0.0347267450029863,-0.0855025108787237,0.0103094348342516,"ASV_126","Eukaryota","Haptista","Haptophyta","Prymnesiales","Chrysochromulinaceae","g_","s_"
"127","ASV_127",-0.00755690892898676,0.0129259322943606,0.0152171768387238,"ASV_127","Eukaryota","Rotifera","Monogononta","Ploima","Synchaetidae","g_","s_"
"128","ASV_128",-0.0165280838294368,0.0325108349734406,0.0358266702073287,"ASV_128","Eukaryota","Rotifera","Monogononta","Ploima","Synchaetidae","g_","s_"
"129","ASV_129",-0.0281377532987354,0.069955728865485,0.0871890044693156,"ASV_129","Eukaryota","Bacillariophyta","Fragilariophyceae","Thalassionemales","Thalassionemataceae","g_","s_"
"130","ASV_130",-0.0110208699161033,0.0573218397486457,0.101090321705117,"ASV_130","Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"131","ASV_131",-0.0283691253737725,0.0521875378021255,0.0771430103918325,"ASV_131","Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"132","ASV_132",0.00154037548668003,-0.0851559663521061,0.0153013492669268,"ASV_132","Eukaryota","Haptista","Haptophyta","Prymnesiales","Chrysochromulinaceae","g_","s_"
"133","ASV_133",0.0208009018744517,-0.0225354786336461,0.0647071124024654,"ASV_133","Eukaryota","Blastocladiomycota","Blastocladiomycetes","Blastocladiales","Blastocladiaceae","g_","s_"
"134","ASV_134",-0.0143737226508559,-0.0645370902359617,0.0306960833775221,"ASV_134","Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"135","ASV_135",-0.00649595144785204,-0.0116943074741183,0.00413999923192792,"ASV_135","Eukaryota","Arthropoda","Hexanauplia","Poecilostomatoida","Oncaeidae","g_","s_"
"136","ASV_136",-0.0170746507783815,0.0594359215086973,0.0941508229061377,"ASV_136","Eukaryota","Picozoa","unknown","unknown","unknown","g_","s_"
"137","ASV_137",-0.00562801843699737,0.00289184540798886,0.00764566343927572,"ASV_137","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","g_","s_"
"138","ASV_138",-0.0290897151448113,-0.0276399684895434,0.0693788080365606,"ASV_138","Eukaryota","Haptista","Haptophyta","Phaeocystales","Phaeocystaceae","Phaeocystis","Phaeocystis globosa"
"139","ASV_139",-0.000783033996538957,-0.00347394896210208,0.0129267800078031,"ASV_139","Eukaryota","Arthropoda","Hexanauplia","Poecilostomatoida","Oncaeidae","g_","s_"
"140","ASV_140",-0.0159396575045949,-0.078520633859701,0.0161013006808883,"ASV_140","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"141","ASV_141",-0.0344295674523102,-0.0820953648894996,0.0105226676849486,"ASV_141","Eukaryota","unknown","Raphidophyceae","unknown","unknown","g_","s_"
"142","ASV_142",0.0113303446351241,0.00357583221451608,0.00621621028108341,"ASV_142","Eukaryota","unknown","Oomycota","Peronosporales","Peronosporaceae","g_","s_"
"143","ASV_143",0.0221552086169663,-0.041727929631785,0.0552276520280451,"ASV_143","Eukaryota","unknown","unknown","unknown","unknown","g_","s_"
"144","ASV_144",-0.0218714690660976,-0.0103212345612117,0.0236248765913671,"ASV_144","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Calanidae","Ctenocalanus","Ctenocalanus vanus"
"145","ASV_145",-0.00341956085914056,-0.0132177442352857,0.00744743319979121,"ASV_145","Eukaryota","Arthropoda","Hexanauplia","Poecilostomatoida","Oncaeidae","g_","s_"
"146","ASV_146",0.00641031407137896,-0.000417335915384029,0.00202392042323114,"ASV_146","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"147","ASV_147",-0.0154220409832111,0.00839222917335352,0.0272049442655333,"ASV_147","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","g_","s_"
"148","ASV_148",-0.0202632476761738,-0.0131454127774687,0.024522492178882,"ASV_148","Eukaryota","Arthropoda","unknown","unknown","unknown","g_","s_"
"149","ASV_149",-0.00487058456420388,-0.00516111341910733,-0.00183666589378426,"ASV_149","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"150","ASV_150",0.0404110329347886,-0.00701754552018425,0.000236638535030681,"ASV_150","Eukaryota","Cnidaria","Hydrozoa","Leptothecata","Lafoeidae","g_","s_"
"151","ASV_151",-0.0333260786517259,-0.0800456517646252,0.0088008609844274,"ASV_151","Eukaryota","unknown","Raphidophyceae","Chattonellales","Chattonellaceae","g_","s_"
"152","ASV_152",-0.0189567239939828,-0.0783416853790461,0.00880135130676691,"ASV_152","Eukaryota","Rhodophyta","Florideophyceae","Ceramiales","unassigned","g_","s_"
"153","ASV_153",-0.0296650873667039,-0.083344650187025,0.000713118778796839,"ASV_153","Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"154","ASV_154",1.68596875181776e-05,-0.00158738157212416,0.000345138815088461,"ASV_154","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Calocalanidae","g_","s_"
"155","ASV_155",-0.0190338102996987,-0.0619883856403124,0.0174944234814218,"ASV_155","Eukaryota","Bacillariophyta","unassigned","unassigned","unassigned","g_","s_"
"156","ASV_156",0.0118722982745008,-0.0296564053347011,0.015323087931213,"ASV_156","Eukaryota","Arthropoda","unassigned","unassigned","unassigned","g_","s_"
"157","ASV_157",-0.00802629563508775,0.0079646410049028,0.0158589892822128,"ASV_157","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Paracalanidae","g_","s_"
"158","ASV_158",2.9434594912148e-05,0.000577702298062985,0.0078900824066856,"ASV_158","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Metridinidae","Pleuromamma","Pleuromamma borealis"
"159","ASV_159",0.0434396525972622,-0.051237946489901,0.0384734825248467,"ASV_159","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
