"","FeatureID","PC1","PC2","PC3","ASV","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"15","ASV_15",-0.0433964388084391,-0.13535471905094,0.0569151082292817,"ASV_15","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"16","ASV_16",0.0517120829887358,-6.63189937190378e-05,0.0686151422573142,"ASV_16","Eukaryota","Arthropoda","Hexanauplia","Calanoida","unassigned","unassigned","unassigned"
"17","ASV_17",0.0491581453753318,-0.00587126628811315,0.123053533407999,"ASV_17","Eukaryota","unknown","unknown","unknown","unknown","unknown","uncultured marine picoeukaryote"
"18","ASV_18",0.0150592064944199,-0.0102719162782993,0.125381276214419,"ASV_18","Eukaryota","unknown","Haptophyta","Phaeocystales","Phaeocystaceae","Phaeocystis","unassigned"
"19","ASV_19",0.017528076473396,0.0351330948806946,0.13544657685677,"ASV_19","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","unassigned","unassigned"
"20","ASV_20",-0.0167190398049825,0.0602980438057031,0.101319937997249,"ASV_20","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemataceae","Skeletonema","unassigned"
"21","ASV_21",0.0527681285288085,0.0265306856686923,0.110118500849728,"ASV_21","Eukaryota","unknown","unknown","unknown","unknown","g_","s_"
"22","ASV_22",0.0537049128031828,-0.0453655382873167,0.0255069991550107,"ASV_22","Eukaryota","unknown","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","s_"
"23","ASV_23",0.070994423010665,-0.0270842967799795,0.039852193605685,"ASV_23","Eukaryota","unknown","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Cochlodinium","unassigned"
"24","ASV_24",-0.0710871818601717,-0.0241284276471629,0.0624767021911067,"ASV_24","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","unassigned","unassigned","unassigned"
"25","ASV_25",0.0311028985923099,0.0871969467570226,0.0790239850471688,"ASV_25","Eukaryota","unknown","Dinophyceae","Pyrocystales","Pyrocystaceae","Dissodinium","Dissodinium pseudolunula"
"26","ASV_26",0.040560197719827,-0.0925199825142699,0.0429006354701964,"ASV_26","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"27","ASV_27",-0.105200198386718,-0.0448832188432053,0.0374289570503144,"ASV_27","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"28","ASV_28",0.0467502387076354,0.0377634174816581,0.0979160744876905,"ASV_28","Eukaryota","unknown","unknown","unknown","unknown","g_","s_"
"29","ASV_29",-0.10334142111512,-0.0585992242891868,0.0411739019251847,"ASV_29","Eukaryota","unknown","unknown","Diplonemea","unknown","g_","s_"
"30","ASV_30",-0.0243485037169757,-0.00777430414048511,0.0342336304858645,"ASV_30","Eukaryota","Arthropoda","Hexanauplia","Calanoida","unassigned","unassigned","unassigned"
"31","ASV_31",0.031530529165137,-0.0117205150186802,0.0218011803875913,"ASV_31","Eukaryota","Arthropoda","Hexanauplia","Poecilostomatoida","unassigned","unassigned","unassigned"
"32","ASV_32",-0.050957899969759,-0.0395188309797545,0.0261315605334007,"ASV_32","Eukaryota","unknown","unknown","unknown","unknown","g_","s_"
"33","ASV_33",0.0389706426487206,0.0159472651844228,0.0757316339185215,"ASV_33","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"34","ASV_34",0.01004378215211,0.0225051145349964,0.0146605504113615,"ASV_34","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Thysanoessa","unassigned"
"35","ASV_35",0.0520712104576202,0.005104342910252,0.0649639101339335,"ASV_35","Eukaryota","unknown","unknown","unknown","unknown","unknown","uncultured marine eukaryote"
"36","ASV_36",0.0705381673048342,-0.0910589304271395,0.0108430528149541,"ASV_36","Eukaryota","unknown","Dinophyceae","Syndiniales","Duboscquellidae","Duboscquella","unassigned"
"37","ASV_37",-0.0151349882783405,-0.00674729953849944,0.00806042800006252,"ASV_37","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Metridinidae","unassigned","unassigned"
"38","ASV_38",-0.0206864743067115,0.0736187943730624,0.105452480606474,"ASV_38","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","unassigned","unassigned","unassigned"
"39","ASV_39",0.0556435266401521,0.0115936867326702,0.0998884528130182,"ASV_39","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","unassigned","unassigned","unassigned"
"40","ASV_40",0.0651008239638574,-0.00914092967584472,0.0646370957143352,"ASV_40","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"41","ASV_41",0.0165001670686291,0.031487958664362,0.0858968033093606,"ASV_41","Eukaryota","unknown","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium rubrum"
"42","ASV_42",-0.00613748351372735,-0.0147484067624557,0.0890482521713242,"ASV_42","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"43","ASV_43",0.00867517633473561,0.0725962667966012,0.0714077645998667,"ASV_43","Eukaryota","unknown","unknown","unknown","unknown","unknown","uncultured marine picoeukaryote"
"44","ASV_44",0.0243748058696295,0.061092233955412,0.0623578022937407,"ASV_44","Eukaryota","unknown","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"45","ASV_45",-0.0281883501245834,0.0398426979089779,0.0985429155013706,"ASV_45","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","unassigned","unassigned"
"46","ASV_46",0.00557117317020534,-0.0753001434501605,0.0305600745620754,"ASV_46","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","unassigned","unassigned","unassigned"
"47","ASV_47",0.0521783551038438,-0.0728152574193597,0.0347466811353862,"ASV_47","Eukaryota","unknown","Dinophyceae","Blastodiniales","unknown","Blastodinium","Blastodinium mangini"
"48","ASV_48",-0.0577619133032864,-0.0204240753851922,0.0314684186560477,"ASV_48","Eukaryota","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned"
"49","ASV_49",-0.0150107347334018,-0.0198938227653735,0.0651349362088974,"ASV_49","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"50","ASV_50",0.045943213394452,0.0214706895492906,0.0864696384739184,"ASV_50","Eukaryota","Bacillariophyta","Mediophyceae","Cymatosirales","Cymatosiraceae","Minutocellus","Minutocellus polymorphus"
"51","ASV_51",0.00502486848284121,0.0375622492671551,0.0835359558097903,"ASV_51","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros radicans"
"52","ASV_52",-0.0513180306790788,-0.0195816662584783,0.0021702457300836,"ASV_52","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"53","ASV_53",-0.0548685043899633,-0.0184712673161658,0.00958275064889385,"ASV_53","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","unassigned","unassigned","unassigned"
"54","ASV_54",0.0158094389261254,0.0402530637683156,0.0407379097788194,"ASV_54","Eukaryota","unknown","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium rubrum"
"55","ASV_55",0.0273742815489935,0.00209439218339901,0.0980738921542389,"ASV_55","Eukaryota","unknown","Dinophyceae","Peridiniales","unassigned","unassigned","unassigned"
"56","ASV_56",0.0503778185091883,-0.0826926604970163,0.0229177076275021,"ASV_56","Eukaryota","unknown","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"57","ASV_57",0.00984905731125938,0.0717578087733194,0.0665554938710434,"ASV_57","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Fragilariopsis","unassigned"
"58","ASV_58",0.0418710589567749,-0.0400375041088981,0.0184362770954305,"ASV_58","Eukaryota","unknown","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","s_"
"59","ASV_59",-0.00515462994822387,0.00921057396950018,-0.00432301718589868,"ASV_59","Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","unassigned","unassigned"
"60","ASV_60",0.00473753096222843,-0.0808402265371719,0.0440793866825368,"ASV_60","Eukaryota","unknown","unknown","unknown","unknown","g_","s_"
"61","ASV_61",0.00979478482750628,0.0262284471223924,0.0938487897421631,"ASV_61","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"62","ASV_62",0.0252906397155082,0.0488560347331504,0.0353127212613651,"ASV_62","Eukaryota","unknown","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum","Prorocentrum triestinum"
"63","ASV_63",0.010286263749007,-0.0169789681705671,0.0727222269199654,"ASV_63","Eukaryota","unknown","Dinophyceae","Syndiniales","Duboscquellidae","g_","s_"
"64","ASV_64",-0.0120298024203172,0.0359125721841535,0.0584612754182122,"ASV_64","Eukaryota","unknown","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"65","ASV_65",0.0494117031927732,-0.0808153913928714,0.0195387409160673,"ASV_65","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","s_"
"66","ASV_66",0.0151521927015753,0.0726546993962448,0.0632432806748534,"ASV_66","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Thalassiosira concaviuscula"
"67","ASV_67",-0.0305040104161555,-0.0156120922978672,-0.00220628582956936,"ASV_67","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"68","ASV_68",0.0392880646368957,0.00260419222404993,0.0777765003319421,"ASV_68","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","unassigned","unassigned"
"69","ASV_69",0.0186248371922105,-0.0623448923576251,0.0392364680500932,"ASV_69","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"70","ASV_70",0.0316327747169262,0.0242460685048046,0.0813280732835859,"ASV_70","Eukaryota","Bacillariophyta","unassigned","unassigned","unassigned","unassigned","unassigned"
"71","ASV_71",-0.00537591683710931,-0.0291696825418056,0.0680770415019828,"ASV_71","Eukaryota","unknown","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"72","ASV_72",-0.0428799611328839,-0.0187001232164702,-0.000460263673862074,"ASV_72","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"73","ASV_73",0.0336616038925851,-0.0107176540972813,0.0200763338172844,"ASV_73","Eukaryota","unknown","Dinophyceae","Gonyaulacales","Ceratiaceae","Tripos","s_"
"74","ASV_74",0.0687336315002919,0.0169916914357549,0.0604931230613251,"ASV_74","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Stephanodiscaceae","Cyclotella","unassigned"
"75","ASV_75",0.00810294344622585,0.0232047529234012,0.0195104061743716,"ASV_75","no_hit","no_hit","no_hit","no_hit","no_hit","g_","s_"
"76","ASV_76",0.00596546517984207,-0.00364003410285742,0.00554837929043705,"ASV_76","Eukaryota","Chordata","Appendicularia","Copelata","Oikopleuridae","Oikopleura","unassigned"
"77","ASV_77",0.0117996702129361,0.044024529470672,0.0896207545078663,"ASV_77","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Coscinodiscales","Hemidiscaceae","Actinocyclus","Actinocyclus curvatulus"
"78","ASV_78",-0.0762012010067975,-0.00948625745117393,0.0357968603019385,"ASV_78","Eukaryota","unknown","Bolidophyceae","Parmales","Triparmaceae","g_","s_"
"79","ASV_79",-0.00634164403703709,-0.0685628595382922,0.0380895623661029,"ASV_79","Eukaryota","Arthropoda","Hexanauplia","Poecilostomatoida","Oncaeidae","Oncaea","s_"
"80","ASV_80",0.0469454510454229,-0.0598470091673745,0.0187411418183816,"ASV_80","Eukaryota","unknown","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium divergens"
"81","ASV_81",0.0184696893611886,0.0438817240887583,0.0331175375200661,"ASV_81","Eukaryota","unknown","Dinophyceae","unknown","unknown","Spiniferites","Spiniferites ramosus"
"82","ASV_82",0.0326217875861323,-0.042460036182742,0.0640818119413615,"ASV_82","Eukaryota","unknown","unknown","unknown","unknown","unknown","s_"
"83","ASV_83",0.0103963442855876,-0.0117621574209057,0.0108214439005544,"ASV_83","Eukaryota","unknown","Oomycetes","Lagenidiales","Haliphthoraceae","g_","s_"
"84","ASV_84",0.00404621190099803,-0.0140120971417019,0.00588996953277009,"ASV_84","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"85","ASV_85",0.0043987827520106,0.0245796430466889,0.0193407877784642,"ASV_85","no_hit","no_hit","no_hit","no_hit","no_hit","g_","s_"
"86","ASV_86",0.0139022354696227,0.0188138149519586,0.0122635398555587,"ASV_86","Eukaryota","unknown","Dinophyceae","Thoracosphaerales","Thoracosphaeraceae","Ensiculifera","Ensiculifera imariensis"
"87","ASV_87",0.00441748296709123,0.0237101329322497,0.0235599429972063,"ASV_87","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","unassigned"
"88","ASV_88",-0.0456930072377195,-0.0374514110229309,0.056991832947813,"ASV_88","Eukaryota","unknown","unknown","unknown","unknown","unknown","uncultured marine eukaryote"
"89","ASV_89",-0.0785577608926827,5.32057410478118e-06,0.048556483220658,"ASV_89","Eukaryota","unknown","Dinophyceae","Syndiniales","unassigned","unassigned","unassigned"
"90","ASV_90",0.0208133048247946,-0.0597894332560659,0.0477304899969473,"ASV_90","Eukaryota","unknown","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","unassigned"
"91","ASV_91",-0.0941176023990547,-0.0142152874871893,0.0221345393515383,"ASV_91","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"92","ASV_92",-0.0482508246041927,-0.0553280397822649,0.0478698601306465,"ASV_92","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"93","ASV_93",0.00341969055633972,-0.002244742356487,-0.00390463935492859,"ASV_93","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Metridinidae","unassigned","unassigned"
"94","ASV_94",-0.0699478498288751,-0.0481520499675146,0.0356679529522624,"ASV_94","Eukaryota","unknown","Dinophyceae","Syndiniales","unassigned","unassigned","unassigned"
"95","ASV_95",-0.0402420633363515,-0.0247249298794858,0.0538695484190663,"ASV_95","Eukaryota","unknown","Dinophyceae","Syndiniales","unassigned","unassigned","unassigned"
"96","ASV_96",0.0334565613817318,-0.0741405672435504,0.02584379274166,"ASV_96","Eukaryota","unknown","unknown","unknown","unknown","g_","s_"
"97","ASV_97",0.0203127186605966,-0.0304284606152022,0.0682596902366843,"ASV_97","Eukaryota","unknown","Polycystinea","Nassellaria","Plagiacanthidae","Lithomelissa","Lithomelissa setosa"
"98","ASV_98",-0.0174272289841596,-0.0623110690989221,0.0466029135920656,"ASV_98","Eukaryota","unknown","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","unassigned"
"99","ASV_99",-0.0345652892064147,-0.0174217524090875,0.0632095849204298,"ASV_99","Eukaryota","unknown","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"100","ASV_100",0.014838359399566,-0.072959670663814,0.0280983011796968,"ASV_100","Eukaryota","unknown","Dinophyceae","Coccidiniales","Chytriodiniaceae","Chytriodinium","s_"
"101","ASV_101",0.020766108055662,0.0490100777653964,0.0431443551616161,"ASV_101","Eukaryota","Cercozoa","unassigned","unassigned","unassigned","unassigned","unassigned"
"102","ASV_102",0.000866636574930488,-0.00365539988039365,-0.00524612380381347,"ASV_102","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"103","ASV_103",0.0326364944110059,-0.0295708439607724,0.0446956801545918,"ASV_103","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"104","ASV_104",0.0349364626900424,0.018879790918818,0.0415291751112269,"ASV_104","Eukaryota","unknown","unknown","unknown","unknown","g_","s_"
"105","ASV_105",-0.0138893767690315,-0.0413297000458517,0.0611820990374944,"ASV_105","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"106","ASV_106",0.00565779989166361,-0.0475281826328705,0.057448781915114,"ASV_106","Eukaryota","unknown","Dinophyceae","Syndiniales","Duboscquellidae","Duboscquella","unassigned"
"107","ASV_107",0.0194527466254209,0.0482354077101408,0.0562046522378043,"ASV_107","Eukaryota","unknown","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodinium","unassigned"
"108","ASV_108",-0.0295770135428842,-0.0348722656927352,0.0603205143307443,"ASV_108","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"109","ASV_109",0.0420096443772846,-0.0343893765903967,0.0496035193271801,"ASV_109","Eukaryota","unknown","unknown","unknown","unknown","unknown","uncultured marine picoeukaryote"
"110","ASV_110",0.0424511172937824,-0.05854739178445,0.0166729601875938,"ASV_110","Eukaryota","unknown","Dinophyceae","Peridiniales","Protoperidiniaceae","g_","s_"
"111","ASV_111",0.0085898132104119,-0.0424799204822098,0.0477436675653018,"ASV_111","Eukaryota","unknown","Dinophyceae","Gymnodiniales","Kareniaceae","g_","s_"
"112","ASV_112",-0.0918354506593266,-0.0194763043700269,0.0222802094146115,"ASV_112","Eukaryota","unknown","unknown","Diplonemea","unknown","unknown","Diplonemida sp. 37 RG-2016"
"113","ASV_113",0.00720394965166502,0.0407912515807261,0.0447466056975278,"ASV_113","Eukaryota","unknown","unknown","unknown","unknown","unknown","uncultured marine picoeukaryote"
"114","ASV_114",0.0499660050266163,-0.0625498088573061,0.0160692070211829,"ASV_114","Eukaryota","unknown","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"115","ASV_115",-0.0870295339869496,-0.0212729040621861,0.0273978292569513,"ASV_115","Eukaryota","unknown","unknown","Diplonemea","unknown","g_","s_"
"116","ASV_116",-0.0891602775211174,-0.0144490575571694,0.0247047558683015,"ASV_116","Eukaryota","unknown","unknown","Diplonemea","unknown","unknown","s_"
"117","ASV_117",0.0190969421860192,0.0570963244423494,0.0499836604406506,"ASV_117","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Coscinodiscales","Hemidiscaceae","Actinocyclus","Actinocyclus curvatulus"
"118","ASV_118",0.0180736531923048,0.0603526368933513,0.0649443249565019,"ASV_118","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"119","ASV_119",-0.0104970404644237,0.0486955365933393,0.0624908736993022,"ASV_119","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","unassigned","unassigned","unassigned"
"120","ASV_120",-0.0754907822593585,-0.00752580720124946,0.0333859685220444,"ASV_120","Eukaryota","unknown","unknown","unknown","unknown","unknown","s_"
"121","ASV_121",-0.00971964659433723,-0.0368598153743529,0.0667728261148607,"ASV_121","Eukaryota","unknown","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"122","ASV_122",-0.0390741365704228,-0.00108582441272382,0.012163958290399,"ASV_122","Eukaryota","Chordata","Appendicularia","unknown","unknown","g_","s_"
"123","ASV_123",-0.0103741092330732,-0.0495624369173446,0.0540825471558597,"ASV_123","Eukaryota","unknown","unknown","unknown","unknown","unknown","uncultured marine eukaryote"
"124","ASV_124",-0.00593398175113711,-0.00387534838571937,0.00687751974643048,"ASV_124","Eukaryota","Arthropoda","Hexanauplia","Cyclopoida","Oithonidae","unknown","Oithonidae sp. DZMB624"
"125","ASV_125",0.00181877532663748,0.00185762961796311,0.000960220674974084,"ASV_125","Eukaryota","Chordata","Thaliacea","Doliolida","Doliolidae","Doliolum","Doliolum nationalis"
"126","ASV_126",0.0216312580928998,-0.0712076532494378,0.0277559262390471,"ASV_126","Eukaryota","unknown","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","s_"
"127","ASV_127",0.0380539159003424,-0.041610367556633,0.0145507396454004,"ASV_127","Eukaryota","unknown","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","Amoebophrya sp. ex Prorocentrum micans"
"128","ASV_128",-0.00144870383781571,0.0291363257111074,0.0519767528663725,"ASV_128","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","unassigned","unassigned"
"129","ASV_129",-0.0065882122825435,-0.0159553546353866,0.0712690966353877,"ASV_129","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"130","ASV_130",0.0530956114678845,-0.028864095533665,0.0433781464952464,"ASV_130","Eukaryota","unknown","unknown","unknown","unknown","unknown","eukaryote clone OLI11305"
"131","ASV_131",-0.00520388636948069,-0.0353918375815663,0.052568026377385,"ASV_131","Eukaryota","unknown","Dinophyceae","unknown","unknown","unknown","Dinophyceae sp. UDMS0803"
"132","ASV_132",-0.0354871924087788,-0.0497013567884322,0.0518844625487712,"ASV_132","Eukaryota","unknown","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"133","ASV_133",0.0484490860345763,-0.0650866836030907,0.0163756114461458,"ASV_133","Eukaryota","unknown","unknown","unknown","unknown","g_","s_"
"134","ASV_134",0.0208362001857519,0.0232813855051809,0.0714500549050157,"ASV_134","Eukaryota","unknown","Labyrinthulomycetes","unknown","Thraustochytriaceae","Aplanochytrium","Aplanochytrium kerguelense"
"135","ASV_135",0.0456060662100676,-0.0669566643238048,0.0110017327216946,"ASV_135","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"136","ASV_136",-0.00984549604314789,-0.0627539044145842,0.0281561516749874,"ASV_136","Eukaryota","unknown","Dinophyceae","Syndiniales","Eudubosquellidae","g_","s_"
"137","ASV_137",-0.0100621079780179,-0.023080029631541,0.055713762577892,"ASV_137","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"138","ASV_138",0.0208289535489416,0.0281401777569484,0.0282919918881817,"ASV_138","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Fragilariopsis","Fragilariopsis doliolus"
"139","ASV_139",0.0400301647766347,-0.0654588069625346,0.0127151973972158,"ASV_139","Eukaryota","unknown","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","unassigned"
"140","ASV_140",-0.00362055782854807,0.0460785565096386,0.0561714066648178,"ASV_140","Eukaryota","Bacillariophyta","Mediophyceae","Lithodesmiales","Lithodesmiaceae","Ditylum","Ditylum brightwellii"
"141","ASV_141",-0.0744647340644179,-0.00222179519899072,0.0273895383691512,"ASV_141","Eukaryota","unknown","unknown","Choanoflagellata","Stephanoecidae","Calliacantha","Calliacantha natans"
"142","ASV_142",-0.0213023051622155,-0.000696695406227938,0.00867730960929159,"ASV_142","Eukaryota","Ctenophora","Tentaculata","Lobata","unassigned","unassigned","unassigned"
"143","ASV_143",0.00345155142520641,-0.0712800072911903,0.0312066363144645,"ASV_143","Eukaryota","unknown","unknown","unknown","unknown","g_","s_"
"144","ASV_144",0.00588780645846718,0.00262760793444226,0.00296070169425652,"ASV_144","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"145","ASV_145",0.0208911133866916,0.0416390228858656,0.0291258542227539,"ASV_145","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","unassigned","unassigned"
"146","ASV_146",0.0173841189573357,-0.0236217321460158,0.0582278559020128,"ASV_146","Eukaryota","unknown","Dinophyceae","Gymnodiniales","Kareniaceae","Karlodinium","unassigned"
"147","ASV_147",0.0337393995177492,0.0328945648689647,0.0282257082568885,"ASV_147","Eukaryota","unknown","Dinophyceae","Peridiniales","Heterocapsaceae","unassigned","unassigned"
"148","ASV_148",0.0238450710915425,-0.00303793224277287,0.0516640960042242,"ASV_148","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"149","ASV_149",0.00477170504320918,-0.0069808531404874,0.0122861728719463,"ASV_149","Eukaryota","Arthropoda","Hexanauplia","Cyclopoida","Oithonidae","unknown","Oithonidae sp. DZMB624"
"150","ASV_150",0.00382650039361001,0.030518844167994,0.0550501463802662,"ASV_150","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"151","ASV_151",0.0496242575659891,-0.0482160782353908,0.00782910874925403,"ASV_151","Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"152","ASV_152",0.00632855893637813,0.00945534445071098,0.0171863312500319,"ASV_152","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Rhizosoleniales","Rhizosoleniaceae","unassigned","unassigned"
"153","ASV_153",0.0274354805702332,0.048375915269985,0.0288711090071904,"ASV_153","Eukaryota","Cercozoa","unknown","Thaumatomonadida","unassigned","unassigned","unassigned"
"154","ASV_154",-0.00732897755227745,0.0330543748974517,0.0437194250006351,"ASV_154","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros debilis"
"155","ASV_155",-0.0819426711710358,-0.0181690366791541,0.0240641753118336,"ASV_155","Eukaryota","unknown","unknown","Diplonemea","unknown","unknown","Diplonemida sp. 1sb RG-2016"
